time,block,txnIndex,txnHash,borrowRate,borrowRateMode,value,currency
1680066680,15935827,148,0xa07e2b56d5193b40f72bcab0f104a869fd942bac3319c6b40f7277a687378fc2,0.02309745394061463,2,5000.0,USDC
1680066770,15935865,106,0x4f7df53608254fab4b4deb5ba5d7df4147893c3814149ac3470a087490da84cc,0.010966243427090018,2,0.087,WBTC
1680066790,15935873,165,0x71e4f743dd30d47adb44fc5d49f4a354994c7280b9c593d1e11c91a7088326da,0.010966689452001492,2,0.13,WBTC
1680066800,15935877,172,0xb2699dc701f6198f3e2d8b13317a6de424e14eae9e2ae49969bc3cee26023673,0.011085562161063645,2,0.006,WBTC
1680066800,15935878,129,0x2f0ae8080f3685d02226b741aca559116292929a9a62cc2e828c6f50e116ebb0,0.029499777138610645,2,5000000000000000000000,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0
1680066820,15935884,15,0xfef1f1863bc2e6a75cae4617729ff860d8dc7603409cee983bf23810f12c40d3,0.01109325559679628,2,2.2,WBTC
1680066830,15935889,101,0xfe03996ab622ec8358814324242f09377537121a1a330e15c710446c50705a19,0.01130264824978301,2,60.0,WBTC
1680066860,15935903,112,0x99cfdac740da4591f4180f6f7cdcd4089d8f2f92b0d42f33ba8ab58eb185db88,0.011299320967802387,2,0.038,WBTC
1680066880,15935913,251,0x24989c0fd0fe00626554d88f9af266dd7ffcc34e5f4f8f4ca7a87e52375b4273,0.023120326678511223,2,600000.0,USDC
1680066930,15935934,96,0x2bfa2b976498d2d6c0a8b3a96e84f51bedb4de2b66d22bcfbd0499cf7552f5c1,0.011295250858080948,2,0.02,WBTC
1680066990,15935962,47,0x210bc51473f4ec58301f470ac0bbac300ac93b608a17d3ae86d60f6bf005a0eb,0.07024595809023369,2,25000000000000000000000,DAI
1680066990,15935962,211,0xe490575bd725b617ce2f1d2a0db6bbbc5d0fab6892a145f5cd67b86f91a5f8a4,0.023117406241196924,2,4730.757219,USDC
1680067020,15935974,89,0x26f8e4a6623ee74fddc53081961107f027c85029abc2986069216584d6989b58,0.023103977575809787,2,11000.0,USDC
1680067030,15935980,154,0x1c0330837196bf01da0d54d9383a47e44bae937afeb3cb5649c708bf9d4a55bf,0.02406942238891206,2,6000000000000000000000,0x4Fabb145d64652a948d72533023f6E7A623C7C53
1680067050,15935986,112,0x39a3204c2b970b2033c2365ff3125d82b2a2120e97eb53b3bb10684dc75812ac,0.011290952556949507,2,6.6,WBTC
1680067110,15936012,135,0x6434b3d1d88a5ba120296047cbad36dde740d9834b34721a4c9994ceccdcd6dd,0.1188070516461619,2,70000.0,USDT
1680067120,15936019,51,0xb304b9d93f739505e41b864bd29707b53b233f8a965632dbe42058461d6134c9,0.011293798952624414,2,1.0,WBTC
1680067150,15936031,108,0xdf7178e47b452d6adc1f23357ffda4c3ad7aacfd4cae6b91ee1584af245297a9,0.022954850669705065,2,10000.0,USDC
1680067190,15936050,60,0xbd03e6e6648aa37af9cf4d8fe91c99549ba339b61c689ca9bbd02d4dfa871a2e,0.01920851633663192,2,4000000000000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2
1680067210,15936056,92,0x2b744e96cccdda0a650c3721c0c2c19947cb3fbad67a4a27217c85656de2768d,0.029869951516909014,2,15000000000000000000000,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0
1680067270,15936085,91,0xfc7697c48e9558e7566952b357ce0ee3aacf0ac89b63cbc83d2af740073c72a2,0.022969417422471952,2,4268.163221,USDC
1680067280,15936092,111,0xaaec0ec17a8ed22a3d607bc43e48e89e1acd20621d264231d9b30142e4349eec,0.0242489071914858,2,50000000000000000000000,0x4Fabb145d64652a948d72533023f6E7A623C7C53
1680067360,15936129,21,0x563a561dce77ffdc60d59fd756e7c7c8d907f13c98679a8db798258573185d02,0.09281038313453004,2,25000000000000000000000,DAI
1680067420,15936155,120,0x5f1c63f968de2df3ea36216c4f182fccd4483089fd8c8fbdf9d1baa46e04c3b5,0.022796696742083945,2,7000.0,USDC
1680067440,15936166,94,0xafe5ebc9a61f446bac7a7ed12dfeea54d429f9858dc2ebb70f2d1d82784e7fd7,0.022797089002899285,2,8400.0,USDC
